age,dailyrate,distancefromhome,education,environmentsatisfaction,hourlyrate,jobinvolvement,joblevel,jobsatisfaction,monthlyincome,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,totalworkingyears,worklifebalance,yearsatcompany,attrition,synthetic
43,1166,4,4,4,85,3,4,3,5876,2,0,21,3,4,1,23,3,11,0,1
35,544,24,3,4,96,3,2,3,3090,4,0,23,3,4,1,6,1,15,1,1
34,658,20,2,1,35,2,4,1,13035,6,0,14,3,2,2,0,3,19,1,1
50,416,5,2,2,95,1,2,4,10133,0,0,17,3,3,0,2,1,14,0,1
24,1077,24,2,2,67,1,2,1,12402,0,1,19,3,4,1,0,3,23,1,1
22,1160,25,1,1,65,1,4,4,6145,0,1,24,3,2,1,9,3,22,1,1
33,1030,24,3,1,33,1,2,4,3157,5,1,24,3,4,2,28,2,21,0,1
30,260,21,2,1,38,1,1,1,1878,4,1,11,3,1,0,2,1,1,1,1
25,303,28,2,1,34,1,1,1,1944,5,1,12,3,1,0,2,1,0,1,1
49,1204,16,1,3,46,3,4,1,8630,3,0,24,3,2,2,23,2,4,0,1
48,1156,1,4,3,99,3,2,3,12547,1,0,16,3,4,1,9,3,18,0,1
35,1328,1,4,4,99,3,2,3,9027,2,0,20,3,3,1,10,3,11,0,1
50,1372,7,3,1,34,3,1,2,4268,6,0,14,3,1,2,27,2,23,0,1
46,1215,4,3,4,70,3,2,3,5679,1,0,20,3,4,2,12,3,12,0,1
46,893,22,3,1,76,2,4,3,6006,6,1,23,3,4,2,5,3,12,0,1
22,321,27,1,1,33,1,1,1,2875,5,1,11,3,1,0,1,1,1,1,1
38,1042,25,1,1,55,1,4,4,8619,5,1,15,3,4,0,12,1,8,0,1
31,300,21,1,1,53,1,1,1,2352,4,1,12,3,1,0,3,1,2,1,1
46,1195,4,3,3,88,3,2,4,10745,2,0,19,3,4,2,18,3,7,0,1
48,1034,23,4,2,97,2,4,1,2997,7,1,20,3,3,1,27,1,4,0,1
47,706,5,3,2,61,2,1,3,12176,3,0,15,3,4,2,20,2,6,0,1
38,966,18,3,2,57,2,3,1,8105,5,0,14,3,4,2,10,1,5,0,1
24,381,18,1,1,44,1,1,1,1202,5,1,13,3,1,0,2,1,1,1,1
39,662,3,1,1,63,2,3,1,6512,7,1,21,3,3,2,24,3,6,0,1
49,1108,4,3,3,95,3,4,4,11561,2,0,15,3,4,1,8,3,14,0,1
36,582,21,3,1,52,1,1,2,12181,3,1,19,3,2,1,17,1,8,1,1
26,755,29,2,4,45,2,4,2,14031,3,1,14,3,1,2,25,3,24,0,1
29,211,17,1,1,31,1,1,1,2228,6,1,13,3,1,0,4,1,0,1,1
27,476,26,1,1,36,1,1,1,2293,4,1,13,3,1,0,3,1,2,1,1
34,429,21,2,1,80,3,1,3,5472,7,0,20,3,2,0,3,3,17,1,1
38,802,2,3,4,82,3,3,4,9846,2,0,24,3,4,2,16,3,12,0,1
35,720,25,2,2,77,3,4,3,5838,1,1,12,3,4,0,10,2,13,1,1
26,309,21,1,1,37,1,1,1,2832,6,1,11,3,1,0,2,1,2,1,1
27,409,15,2,1,45,1,1,1,2513,7,1,12,3,1,0,4,1,1,1,1
37,625,23,1,3,86,2,1,1,1453,3,1,24,3,4,0,10,2,2,0,1
32,1235,29,3,3,97,2,4,3,3817,7,1,13,3,1,0,20,1,4,1,1
32,436,2,3,4,66,2,1,3,2956,4,1,20,3,1,2,14,1,14,0,1
30,323,27,2,1,48,1,1,1,2741,6,1,11,3,1,0,4,1,2,1,1
23,311,28,2,1,53,1,1,1,2072,7,1,13,3,1,0,1,1,2,1,1
33,1244,2,4,3,95,3,2,4,11861,2,0,21,3,4,1,9,3,14,0,1
29,501,18,1,2,70,2,4,3,6005,4,1,15,3,4,0,22,3,20,0,1
36,988,3,4,4,95,3,3,3,14477,1,0,15,3,3,2,16,3,6,0,1
45,1234,1,4,3,63,3,3,4,9832,2,0,21,3,4,2,14,3,14,0,1
41,1157,1,3,3,99,3,4,4,11782,2,0,19,3,3,2,14,3,19,0,1
45,316,2,2,4,71,1,2,2,10875,5,1,19,3,2,0,8,1,2,1,1
48,1129,3,3,4,68,3,2,3,6117,2,0,18,3,4,1,13,3,19,0,1
