school,sex,age,studytime,failures,schoolsup,famsup,paid,activities,higher,internet,romantic,famrel,freetime,goout,dalc,walc,health,absences,g1,g2,pass,synthetic
1,0,16,2,0,1,1,0,1,0,0,0,3,3,2,1,2,2,10,12,10,1,1
1,1,15,3,3,1,0,0,1,1,1,1,1,2,3,1,4,3,10,15,17,1,1
0,0,18,2,1,1,0,1,1,0,1,1,3,3,2,2,1,2,8,12,9,1,1
1,1,17,1,2,1,0,0,0,0,0,1,1,4,3,4,4,2,22,7,5,0,1
0,0,17,3,0,0,1,0,1,1,1,0,3,2,2,1,1,3,4,14,16,1,1
0,1,19,1,3,1,0,0,0,0,1,1,2,3,3,3,3,2,19,6,5,0,1
0,0,16,4,0,0,1,1,1,1,1,0,4,2,1,1,1,3,1,15,18,1,1
1,0,17,2,0,1,1,0,0,1,0,1,3,2,3,2,1,3,6,8,10,0,1
0,0,17,1,2,1,0,0,0,0,0,1,2,4,4,4,4,2,24,3,4,0,1
1,0,18,4,0,0,0,0,1,1,1,0,3,2,1,1,1,4,1,17,16,1,1
1,1,16,4,0,0,1,0,1,1,1,0,4,3,2,1,1,4,1,12,18,1,1
1,1,17,1,2,1,0,0,0,0,1,1,2,4,3,3,4,1,13,7,4,0,1
0,0,17,1,3,1,0,0,0,0,0,1,2,4,3,4,4,1,22,7,6,0,1
0,0,17,1,2,1,0,0,0,0,0,1,2,4,4,4,3,2,16,6,7,0,1
0,1,16,1,2,1,0,0,0,0,0,1,1,4,3,3,4,2,26,5,6,0,1
0,1,20,1,3,1,0,0,0,0,0,1,2,3,3,3,4,1,14,5,7,0,1
1,1,18,2,1,1,0,1,1,1,1,0,3,3,2,1,2,2,3,12,12,0,1
0,1,17,2,1,1,0,0,1,1,0,1,2,3,2,2,1,3,8,12,8,1,1
0,0,20,3,3,1,0,1,0,1,1,0,4,2,1,3,3,2,12,5,15,0,1
0,1,18,4,0,0,0,1,1,1,1,0,4,2,1,1,1,4,1,16,13,1,1
1,1,18,3,0,0,0,1,1,1,1,0,4,3,2,1,1,4,2,12,14,1,1
0,1,18,1,2,1,0,0,0,0,0,1,2,4,3,4,3,1,17,6,6,0,1
0,1,17,3,0,0,0,0,1,1,1,0,4,3,2,1,1,3,2,16,18,1,1
1,1,15,4,0,0,1,1,1,1,1,0,3,3,2,1,1,4,0,12,18,1,1
1,0,17,1,2,1,0,0,0,0,1,1,1,3,4,3,4,1,20,6,7,0,1
1,1,20,1,3,1,0,0,0,0,1,1,1,4,4,4,4,1,15,6,6,0,1
0,0,18,4,0,0,1,0,1,1,1,0,4,2,2,1,1,4,2,16,13,1,1
1,0,21,1,3,1,0,0,0,0,1,1,2,3,3,3,4,1,19,7,3,0,1
0,1,18,4,2,1,1,0,1,1,1,1,4,3,2,2,1,1,15,11,11,0,1
0,0,18,3,2,0,1,0,0,1,1,1,3,4,2,1,4,3,2,10,4,0,1
0,0,18,1,3,1,0,0,0,0,0,1,1,3,4,4,4,1,13,3,7,0,1
1,1,20,1,2,1,0,0,0,0,1,1,2,4,3,4,3,1,17,3,3,0,1
1,0,18,4,0,0,1,0,1,1,1,0,3,3,2,1,1,4,3,12,16,1,1
0,0,16,2,1,0,1,1,1,1,1,0,3,2,3,1,1,2,6,9,10,0,1
1,1,18,4,0,0,0,1,1,1,1,0,4,2,1,1,1,3,3,12,15,1,1
1,1,18,2,1,0,1,0,1,1,1,0,2,2,3,1,2,3,11,8,9,1,1
1,0,15,4,0,0,1,0,1,1,1,0,4,3,1,1,1,3,0,17,15,1,1
1,1,17,2,0,0,1,1,0,0,0,0,3,2,2,1,2,3,9,8,9,0,1
1,0,18,2,1,0,1,1,1,0,0,0,3,2,2,1,1,3,11,11,9,1,1
0,1,16,2,1,0,0,0,1,0,1,1,3,2,2,2,2,3,4,11,12,0,1
1,0,15,4,0,0,1,1,1,1,1,0,3,3,2,1,1,4,4,14,17,1,1
1,0,21,4,2,1,0,1,1,1,1,1,2,3,4,2,4,4,15,15,12,0,1
1,0,16,2,0,1,0,0,1,0,1,0,3,2,3,2,1,3,11,11,11,1,1
0,1,21,1,3,1,0,0,0,0,0,1,2,3,4,4,4,2,21,3,6,0,1
1,1,18,3,0,0,0,0,1,1,1,0,4,2,1,1,1,3,1,14,15,1,1
1,0,16,2,0,1,0,1,1,0,0,0,3,3,2,2,1,2,11,12,12,1,1
0,1,18,3,3,1,0,1,0,1,1,1,2,2,4,2,2,1,14,16,12,0,1
1,1,19,1,3,1,0,0,0,0,1,1,1,4,4,3,3,1,18,6,5,0,1
0,0,17,2,1,1,1,1,1,1,0,0,3,2,3,1,2,2,4,10,9,0,1
0,0,16,2,0,0,1,1,0,1,0,1,2,2,2,1,2,3,6,11,8,0,1
0,1,18,2,1,0,1,1,1,0,0,0,3,2,3,1,1,3,3,8,8,1,1
0,1,19,1,3,1,0,0,0,0,0,1,2,4,3,3,3,1,23,3,3,0,1
1,1,16,1,2,1,0,0,0,0,1,1,2,3,4,4,3,2,20,5,7,0,1
1,1,16,3,0,0,1,0,1,1,1,0,4,3,2,1,1,3,1,14,13,1,1
1,0,21,1,3,1,0,0,0,0,0,1,1,3,3,4,4,1,10,4,6,0,1
0,0,18,4,0,0,0,1,1,1,1,0,4,2,1,1,1,4,0,14,18,1,1
1,0,18,2,1,1,0,0,0,1,0,1,2,3,2,2,1,2,9,12,11,1,1
1,0,16,4,0,0,1,1,1,1,1,0,3,2,1,1,1,3,1,15,17,1,1
0,0,16,2,0,1,1,1,0,1,1,0,2,2,2,1,1,3,8,11,10,0,1
1,0,18,2,0,0,0,1,1,1,0,1,2,3,2,1,2,3,8,8,9,1,1
0,1,18,2,1,1,1,1,0,0,1,1,2,2,3,1,1,2,3,11,8,1,1
1,1,19,3,2,1,1,1,1,1,1,0,4,3,1,3,3,2,0,16,3,0,1
0,0,17,3,0,0,1,1,1,1,1,0,3,2,2,1,1,4,2,16,16,1,1
0,1,17,4,0,0,1,0,1,1,1,0,3,2,1,1,1,4,1,17,18,1,1
1,0,17,2,1,1,0,0,1,0,1,1,3,2,3,2,2,3,10,9,12,1,1
0,1,19,3,3,1,1,1,1,1,1,0,4,1,4,4,1,2,6,17,7,1,1
1,1,19,1,2,1,0,0,0,0,1,1,2,4,4,3,3,1,12,6,7,0,1
1,0,17,2,0,1,0,0,1,0,0,1,3,3,3,1,2,3,5,8,8,0,1
0,0,15,3,0,0,1,0,1,1,1,0,4,2,2,1,1,4,1,14,14,1,1
0,1,19,1,2,1,0,0,0,0,0,1,1,4,4,3,3,1,22,4,7,0,1
1,1,19,1,3,1,0,0,0,0,0,1,1,4,3,3,3,1,28,5,4,0,1
0,1,18,2,1,1,0,1,0,1,0,1,2,2,3,1,1,3,9,8,9,1,1
0,0,20,3,2,1,0,0,1,1,1,0,3,2,3,1,4,1,12,10,8,0,1
0,0,18,2,1,0,0,1,1,1,0,0,3,2,2,1,1,3,5,12,9,1,1
0,0,17,2,0,0,1,0,1,0,1,0,2,2,3,2,1,2,11,9,9,0,1
0,1,17,1,3,1,0,0,0,0,1,1,1,4,3,4,4,2,23,5,5,0,1
0,0,16,1,2,1,0,0,0,0,0,1,1,4,4,3,4,1,14,3,4,0,1
1,1,19,1,2,1,0,0,0,0,1,1,1,3,4,3,3,1,29,3,4,0,1
1,1,17,2,1,0,0,0,1,1,0,0,2,2,3,1,2,2,6,10,10,0,1
1,1,16,2,0,0,1,0,1,1,1,1,2,2,3,1,2,2,5,9,9,0,1
1,0,18,2,0,0,1,1,1,1,0,0,2,3,2,1,2,3,10,9,11,0,1
0,0,17,2,0,0,1,1,1,0,1,1,3,2,3,2,1,3,11,11,12,1,1
1,0,17,2,1,0,0,1,0,0,1,1,3,3,3,1,2,3,8,9,8,1,1
1,1,16,1,3,1,0,0,0,0,1,1,2,4,4,4,4,1,11,6,3,0,1
0,1,16,2,1,0,0,0,1,1,1,1,3,3,3,1,2,3,10,10,10,1,1
1,1,17,1,2,1,0,0,0,0,1,1,2,4,4,4,4,1,10,3,6,0,1
0,0,20,4,2,1,1,0,1,1,1,1,1,3,4,2,4,2,8,13,7,0,1
1,0,15,3,0,0,1,1,1,1,1,0,4,2,1,1,1,3,0,16,14,1,1
1,1,17,1,3,1,0,0,0,0,0,1,1,3,4,4,4,2,10,6,3,0,1
0,0,16,3,0,0,0,1,1,1,1,0,3,3,2,1,1,3,1,12,16,1,1
0,1,18,4,3,1,0,1,1,1,1,1,3,3,4,3,2,3,6,8,5,1,1
0,0,17,2,1,0,1,0,0,0,1,1,2,3,3,1,1,3,11,10,12,1,1
1,1,18,2,0,1,0,1,0,0,1,1,3,2,3,2,2,3,10,10,10,0,1
0,0,16,2,1,1,1,0,0,0,0,0,3,3,3,2,2,2,8,12,8,0,1
0,0,17,2,0,0,1,0,1,1,0,0,3,2,3,1,2,2,5,9,9,1,1
